suitable_J	224251	165366
branch_N	290843	165275
broad_J	205033	165216
sun_N	252555	165119
widely_R	192633	164868
belong_V	204611	164809
usual_J	193213	164759
properly_R	201923	164734
objective_N	256492	164686
observe_V	209926	164596
near_J	208983	163537
user_N	504032	163530
agent_N	249421	163523
detailed_J	208381	163516
mean_N	206443	163466
reject_V	208144	163270
planning_N	274160	163145
wind_N	284854	163115
limit_N	221000	163094
spirit_N	308514	163056
immediate_J	192583	163050
sufficient_J	198119	162796
shoot_V	205909	162741
challenge_N	206892	162717
train_N	365143	162711
undertake_V	211315	162456
representative_N	217662	162386
mark_N	237147	162340
lift_V	199306	162253
a_little_N	187661	162193
warn_V	225619	161931
limited_J	201740	161715
aid_N	251796	161537
generate_V	203403	161432
test_V	228851	161414
winter_N	258247	161245
totally_R	193658	160959
strange_J	212104	160914
reaction_N	240132	160480
in_terms_of_J	197274	160015
alternative_N	197616	159732
bus_N	255878	159701
grant_V	248496	159345
horse_N	394498	159322
bottom_N	229306	159089
clear_V	213245	159053
along_R	200120	158969
construction_N	229795	158748
legislation_N	225887	158614
hand_V	181997	158313
domestic_J	248455	157893
unlikely_J	182166	157884
appearance_N	203228	157842
internal_J	196769	157805
surface_N	290792	157746
away_from_N	176453	157359
cheque_N	256199	157260
radio_N	265319	157192
intention_N	197443	156492
match_V	198986	156424
thousand_N	203185	156292
nation_N	215604	156219
closely_R	186146	155948
spread_V	207570	155756
sheet_N	243331	155605
sex_N	286718	155483
author_N	245230	155347
bright_J	197511	155260
dangerous_J	196019	155203
surround_V	208570	155056
due_to_N	198390	155017
driver_N	250974	154842
surely_R	186596	154724
busy_J	197501	154664
advise_V	206861	154532
visitor_N	284652	154524
succeed_V	183831	154174
seriously_R	184243	154081
hotel_N	318649	154067
specialist_N	210191	153957
category_N	220037	153685
notice_N	280956	153134
accident_N	266555	153127
declare_V	190329	153120
opposition_N	237965	153038
battle_N	214598	153019
president_N	233936	152654
tradition_N	222270	152639
straight_R	196001	152332
vote_N	268938	152319
slow_J	180382	152158
remind_V	178224	152076
reform_N	224721	151734
reading_N	270866	151590
reduction_N	211838	151344
photograph_N	228153	151257
ring_V	220357	151195
mm_N	294824	151130
dear_R	229349	150761
reasonable_J	219962	150761
dinner_N	191981	150557
aye_R	681840	150551
dress_V	204170	150534
session_N	236257	150530
destroy_V	182766	150250
partly_R	178620	150103
assess_V	195567	150000
afford_V	185591	149983
coffee_N	193648	149920
careful_J	184463	149898
conversation_N	207145	149854
illustrate_V	192897	149321
peace_N	276292	149207
disappear_V	203070	149202
implication_N	184815	149163
priority_N	196429	149155
magazine_N	236709	148860
trip_N	213263	148590
military_J	272899	148573
interest_V	182539	148556
while_N	209645	148537
association_N	204265	148517
correct_J	203365	148171
train_V	203854	148062
gather_V	187877	148044
contrast_N	182077	148023
satisfy_V	200204	147961
writer_N	219845	147774
select_V	208109	147735
touch_V	177322	147447
conflict_N	215374	147396
vital_J	183925	147390
skin_N	301242	147349
bottle_N	230893	147101
surprise_V	173108	146890
weather_N	221410	146875
repeat_V	184433	146671
initiative_N	196858	146469
afraid_J	198536	146056
software_N	459362	145932
advance_N	227830	145847
secretary_N	196857	145765
audience_N	241348	145749
regional_J	228460	145632
judgment_N	313311	145573
bird_N	364532	145382
star_N	239235	145278
influence_V	188755	145224
army_N	242645	145137
suggestion_N	191435	144916
total_N	183132	144765
living_N	179214	144692
civil_J	203936	144617
definition_N	198292	144563
drink_V	187583	144546
perfect_J	193861	144478
